"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no pertenece a ningún pueblo indígena","sí, lee y escribe","mujer",5237,"2011",5602
"algarrobo","mapuche","sí, lee y escribe","hombre",388,"2011",5602
"algarrobo","no pertenece a ningún pueblo indígena","no, ninguno","mujer",123,"2011",5602
"algarrobo","no pertenece a ningún pueblo indígena","no, sólo lee","hombre",41,"2011",5602
"algarrobo","no pertenece a ningún pueblo indígena","sí, lee y escribe","hombre",4747,"2011",5602
"algarrobo","mapuche","sí, lee y escribe","mujer",388,"2011",5602
"algarrobo","no pertenece a ningún pueblo indígena","no, sólo lee","mujer",41,"2011",5602
"alhué","no pertenece a ningún pueblo indígena","no, sólo lee","hombre",18,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","no, ninguno","hombre",62,"2011",13502
"alhué","mapuche","sí, lee y escribe","hombre",27,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","sí, lee y escribe","mujer",1765,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","no, ninguno","mujer",71,"2011",13502
"alhué","mapuche","sí, lee y escribe","mujer",76,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","no, sólo escribe","hombre",18,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","sí, lee y escribe","hombre",1437,"2011",13502
"alhué","mapuche","no, sólo escribe","mujer",18,"2011",13502
"alto biobío","mapuche","no, sólo lee","mujer",172,"2011",8314
"alto biobío","mapuche","no, sólo lee","hombre",86,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","no, ninguno","mujer",50,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","sí, lee y escribe","mujer",612,"2011",8314
"alto biobío","mapuche","no, ninguno","mujer",466,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","no, sólo lee","mujer",9,"2011",8314
"alto biobío","mapuche","no, ninguno","hombre",398,"2011",8314
"alto biobío","mapuche","sí, lee y escribe","mujer",2596,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","no, sólo escribe","hombre",7,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","sí, lee y escribe","hombre",772,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","no, ninguno","hombre",18,"2011",8314
"alto biobío","mapuche","sí, lee y escribe","hombre",2814,"2011",8314
"alto del carmen","coya","no, ninguno","hombre",9,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","sí, lee y escribe","hombre",1216,"2011",3302
"alto del carmen","diaguita","no, ninguno","mujer",44,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","sí, lee y escribe","mujer",1053,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no, sólo lee","hombre",7,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no, sólo lee","mujer",23,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no, ninguno","mujer",95,"2011",3302
"alto del carmen","diaguita","no, ninguno","hombre",18,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no, sólo escribe","mujer",11,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no, ninguno","hombre",23,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no, sólo escribe","hombre",11,"2011",3302
"alto del carmen","diaguita","no, sólo lee","mujer",9,"2011",3302
"alto del carmen","diaguita","sí, lee y escribe","hombre",396,"2011",3302
"alto del carmen","diaguita","sí, lee y escribe","mujer",551,"2011",3302
"alto hospicio","rapa nui (pascuense)","sí, lee y escribe","hombre",31,"2011",1107
"alto hospicio","aymara","sí, lee y escribe","hombre",3331,"2011",1107
"alto hospicio","quechua","sí, lee y escribe","mujer",405,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no, sólo escribe","mujer",25,"2011",1107
"alto hospicio","mapuche","no, sólo escribe","hombre",15,"2011",1107
"alto hospicio","diaguita","sí, lee y escribe","mujer",241,"2011",1107
"alto hospicio","quechua","no, sólo lee","mujer",11,"2011",1107
"alto hospicio","aymara","sí, lee y escribe","mujer",4438,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no, sólo lee","hombre",49,"2011",1107
"alto hospicio","atacameño (likán antai)","sí, lee y escribe","mujer",128,"2011",1107
"alto hospicio","mapuche","sí, lee y escribe","hombre",654,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","sí, lee y escribe","hombre",25132,"2011",1107
"alto hospicio","diaguita","sí, lee y escribe","hombre",168,"2011",1107
"alto hospicio","aymara","no, ninguno","mujer",195,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no, ninguno","mujer",335,"2011",1107
"alto hospicio","mapuche","sí, lee y escribe","mujer",1421,"2011",1107
"alto hospicio","quechua","sí, lee y escribe","hombre",199,"2011",1107
"alto hospicio","atacameño (likán antai)","sí, lee y escribe","hombre",35,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","sí, lee y escribe","mujer",28207,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no, ninguno","hombre",161,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no, sólo lee","mujer",80,"2011",1107
"alto hospicio","aymara","no, sólo lee","mujer",14,"2011",1107
"alto hospicio","coya","sí, lee y escribe","hombre",67,"2011",1107
"ancud","mapuche","sí, lee y escribe","hombre",2519,"2011",10202
"ancud","no pertenece a ningún pueblo indígena","no, sólo lee","mujer",123,"2011",10202
"ancud","no pertenece a ningún pueblo indígena","no, sólo lee","hombre",23,"2011",10202
"ancud","mapuche","no, ninguno","hombre",91,"2011",10202
